RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04
395050,"Salinas, CA",115,,,,,,,,,,,,,,,,,,,217100,226300,227500,237900,241600,250300,245500,236600,235400,240800,248500,244100,244100,247500,238200,231400,226700,232500,237e3,237100,240800,247900,245600,246200,249900,256e3,265300,263e3,267500,256700,274800,276100,286e3,261800,274900,285300,309200,310600,315100,320900,33e4,326e3,324500,324600,349500,367900,377300,384500,389e3,396500,395800,400200,402400,408200,418200,423900,426200,413700,415e3,418600,424500,429100,431400,427100,420700,425400,453300,461100,460100,445300,444400,448700,450400,457500,467600,479200,489100,485300,481700,482100,486300,490400,493100,493900,514800,515100,516200,498200,521900,528500,540600,526900,562e3,589700,606800,581e3,56e4,551400,561e3,566100,577500,564800,569700,571200,600700,593800,595400,567500,577500,578900,592200,592700,582100,567100,543800,537400
395183,"Vallejo, CA",116,331900,325800,306600,287400,270900,259900,254200,243400,236200,216400,203400,192800,184500,177500,169400,17e4,176600,184200,19e4,190800,195700,200900,207e3,203300,197500,194800,197200,199100,195700,192200,189500,191700,194900,193200,189600,181e3,182700,179200,175700,169400,166900,169100,173200,177900,179200,179e3,175300,173600,175200,177100,179600,182300,184100,185300,184900,191500,201300,205100,210500,210400,216200,218400,226100,234e3,244100,256600,262700,265200,262100,265400,276400,278e3,289800,288600,294900,289100,297100,299300,303400,298700,305100,308500,311600,314800,318200,319900,317500,319600,320400,324300,323800,328e3,329100,327800,331300,337300,344800,347100,347400,348100,349100,358200,358900,363900,356500,365300,366200,370900,37e4,374800,376400,379700,384e3,39e4,396400,398200,402800,403200,407300,412200,420800,420500,419600,414800,419600,422800,427e3,426700,428800,421700,419200,412400,421900,
395015,"Reading, PA",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133700,136500,136200,140100,137800,137900,138800,141800,145100,143400,144900,143e3,145300,142700,144500,144600,144900,145200,144400,142900,141e3,140900,142200,144600,146200,146400,147200,143400,144300,142200,146200,146100,152e3,151100,152200,154100,157300,
394746,"Killeen, TX",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121300,120600,119600,114900,116600,115800,118800,117e3,114500,112800,114300,116700,119200,119100,122500,123700,125e3,123900,124400,126100,127900,124100,123800,125100,134700,135e3,133100,127900,126300,129400,124900,126400,125600,132400,132700,131400,127200,128900,129100,131e3,136600,137500,138700,131e3,133800,136200,138300,138800,138e3,139e3,140300,143100,144100,144300,142100,143e3,141600,144400,147300,147800,147e3,147200,150300,156800,158800,158500,152300,148900,150500,152900,
394439,"Canton, OH",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101400,95800,97800,100400,109400,110700,111e3,109800,110100,111300,111100,112700,107600,109500,109200,112200,109700,107500,108300,111e3,113e3,111700,111300,108600,109300,106900,107400,109900,113600,116400,116100,115700,114600,112200,112e3,113100,118500,118500,121800,119900,120400,118600,117500,116700,115e3,117400,118700,123100,123700,126100,121300,118200,116800,120500,121200,120400,120200,120900,122800,123300,125700,116900,115200,105300,113700
395048,"Salem, OR",120,194700,196700,197800,198900,194100,190300,184900,186100,188700,189800,193600,192300,190500,187e3,186400,183100,178200,174900,175500,177100,178900,177900,171300,170600,172800,178800,174600,169900,165800,161400,16e4,158e3,160200,159600,157400,155800,154400,153600,150800,148800,147700,150200,153900,157400,155700,153700,151900,150300,150200,148300,147400,145300,147200,150100,154200,155800,156e3,152600,153300,150400,153200,153900,158700,159400,160900,163e3,169800,172800,173100,170700,167e3,171100,171200,174700,174400,176300,178200,179700,180300,181900,181800,182100,180200,180900,184e3,188700,191100,192800,193800,192900,193500,194800,199100,201100,202900,203100,203e3,205700,209600,214100,212600,214200,216300,222400,226100,226900,228200,229700,234e3,236600,238100,237800,235900,238e3,241500,246700,250500,254300,259400,263100,265700,268200,266900,266100,264e3,269200,272300,275400,276100,275400,278500,281200,285400,286100
394327,"Anchorage, AK",121,246400,246400,245700,245e3,243200,247100,240600,232300,231700,235900,249500,250600,258800,249600,247900,241e3,242700,241300,242200,236100,237100,236500,246400,248100,251900,249200,246200,24e4,238e3,234600,234400,235700,244300,249500,249300,259200,258100,258600,243500,246900,245100,241300,237700,239400,245900,247100,243600,241800,239100,241100,241600,245500,248600,248300,244100,242600,246400,251100,254300,253100,257400,255100,255100,251300,254900,257300,256600,254700,254900,254400,25e4,244600,244400,249700,250200,250900,248300,250900,249300,246e3,243400,246800,252500,256e3,255100,256e3,258600,260900,261300,261400,263e3,261900,259300,257300,257300,263300,264600,266900,265400,264400,264e3,259e3,258800,259500,270300,271900,275500,268400,266700,260400,257e3,257400,257e3,254900,256500,263e3,268800,266500,264e3,262600,262900,262700,263600,261100,262300,261200,263100,258600,263500,264e3,267800,276600,293900,311700
394520,"Davenport, IL",122,112900,116e3,105900,1e5,101900,102900,104e3,100500,1e5,1e5,101400,107e3,109700,111100,105600,105200,106300,106e3,106300,104100,104600,104300,107300,112100,113300,110800,106600,105300,105400,108700,112300,114200,112400,103900,104200,104900,108400,107200,104300,108100,106500,110900,109500,110500,107300,105100,99e3,102100,103e3,110800,108400,108900,11e4,112200,115300,114200,107400,107100,107e3,118800,116900,117600,110100,110500,11e4,112700,112300,111400,110700,110600,110700,111400,110300,111100,109700,110600,111e3,111300,110900,109700,111700,112200,113600,113500,116500,116900,118600,117700,118700,118300,121600,122900,119600,112600,113300,116200,12e4,119500,120500,119500,118200,118500,119200,120200,119200,120900,115800,107800,105400,108e3,116100,118600,121200,120900,117300,118700,120600,125e3,119900,124200,128600,136100,130700,124300,120300,123e3,128600,134300,133e3,127100,118500,124e3,,
394972,"Peoria, IL",123,127100,122800,113e3,109400,108200,107600,107200,108e3,107700,108300,103800,110800,109e3,109400,102700,104700,106900,107700,108700,108400,106600,108600,110400,110600,106600,108400,107700,109700,107e3,108e3,106200,109400,111600,115800,117500,110400,105e3,101100,102500,104100,103300,111400,111800,115e3,105900,103500,105700,112200,115500,111900,112100,111700,112900,113800,117400,117600,116700,119600,117100,121800,116300,118e3,113500,114900,115400,114500,113600,113200,113e3,118e3,116400,117400,112200,114400,113700,115900,116800,118500,115700,114400,113700,114100,119200,119600,12e4,117600,121e3,122700,123e3,119600,118300,117800,114600,113100,113200,118100,122100,121e3,118600,113600,113900,113e3,117100,116700,119100,119100,120300,119400,118700,116200,114400,112600,111200,114e3,116400,119700,119600,121800,128200,127200,123400,122500,121e3,121900,117800,120200,121300,117300,113800,114e3,121100,126100,123200,
394898,"Myrtle Beach, SC",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125900,124500,124700,126500,129300,128900,130100,128200,130800,129600,129900,127e3,131200,130400,132900,129500,131400,132400,131100,133200,137200,140600,138700,137400,139100,143400,143200,143800,147e3,148400,149800,147200,147600,148800,153200,155e3,153900,150300,150300,149400,150300,147500,149800,150500,153200,152400,151500,151e3,151200,153600,145500,143800,138700,142500,143600,145700,150700,150600,152900,154300,156400,160400,162600,166e3,165400,167100,167100,167600,168300,169700,170600,169600,170400,170800,172100,174100,176400,175900,176500,176e3,180100,183300,185900,184300,183100,182700,184100,184500,
394875,"Montgomery, AL",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96300,100600,100400,96400,97100,92400,93100,87400,91200,90300,93e3,90100,91500,90700,98400,95600,97300,91600,96100,99700,94700,94800,102800,112e3,117400,105800,104800,104200,111400,116300,114900,114400,110700,111800,112600,109500,108100,109100,112200,118100,117100,121600,118100,122500,123400,127600,125700,127200,124100,126100,129200,141900,143600,139200,126100,123400,123300,124300,125700,127800,127400,128100,127600,142900,140400,139300,125500,127200,122300,12e4,115800,130900,134100,137600,123500,130200,141300,148900,
395051,"Salisbury, MD",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214500,210400,206900,209700,212500,21e4,207200,203800,206300,208e3,222700,224300,218200,203600,199500,21e4,204600,203800,193700,193300,196600,197500,193100,183800,181700,179500,179300,176300,180100,185400,192100,197e3,198900,200500,203700,212800,214300,209600,204e3,204300,208400,206300,206300,209500,210300,209500,209600,208400,212100,217700,225400,226800,228300,227400,217e3,212e3,209900,219100,222e3,227e3,234100,232600,229e3,223e3,221800,219900,215200,208200,213200,218200,227100,224e3,228200,235300,24e4,
395146,"Tallahassee, FL",127,183900,171e3,163600,160600,16e4,154800,152900,156e3,164400,165e3,164900,161900,161200,162700,157100,153300,146900,149200,154400,155900,156500,148500,152e3,148200,163100,154700,154e3,138300,132200,131900,138200,145500,149800,149600,147600,134400,126400,127200,133500,134200,129600,133e3,138700,138700,136100,139e3,145200,147800,142100,138800,140100,138200,138400,135500,140200,147800,145200,149900,151900,152500,146600,136800,138600,136500,136700,141e3,146700,146e3,144600,139900,137600,132e3,129400,130600,131600,133e3,133700,135e3,141400,142700,145400,142900,142300,142400,146300,145800,148e3,146600,147700,147200,144300,146800,142800,140600,140900,148e3,151600,155e3,155500,156100,155300,152500,151800,149400,153500,159800,164400,162800,158900,154700,153500,158600,159900,160700,155500,157900,158500,162500,168100,176700,179700,174900,169700,169100,168700,168300,162700,169900,173600,182500,187e3,185700,181600,
395164,"Trenton, NJ",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200100,193900,205900,206500,224600,226300,226400,214900,212500,203200,193800,188100,192400,200400,206200,217200,225700,224300,216300,212e3,203100,203100,205600,211500,210500,204700,216400,216100,220900,209800,209300,203300,213900,213600,218400,212800,218e3,216700,214100,217200,211100,217200,208800,221e3,218400,219300,217400,222300,220400,206200,205100,214200,221e3,217600,23e4,228800,225500,211100,217600,220500,216300,213600,205400,201200,204500,213800,220300,211800,202300,201200,205e3,208400,203800,203600,203300,202300,197500,198900,205600,213500,211800,205e3,198900,199600,204e3,206200,210600,204600,211400,206200,212200,2e5,194800,202500,202200,202200,191500,191e3,195e3,199400,202900,202e3,205300,207100
394589,"Fayetteville, NC",129,,,,,,,115500,113200,115200,118100,122300,127100,128300,130400,126700,124100,121100,119800,117300,116400,117600,123e3,119900,117700,114600,120700,125300,125500,123700,118800,120500,119300,121100,126800,125900,129200,120500,123e3,121700,124500,123800,120800,116200,113700,114600,119e3,117300,111600,106700,110500,116300,116700,111500,105900,105900,111500,110500,113300,110600,113100,109e3,108800,112100,112300,110900,107700,109700,105600,106900,110300,113300,110900,105300,105400,103500,103300,103e3,104600,101900,100500,99400,102e3,100100,101400,102800,105700,109400,109e3,110900,107600,104e3,104500,103700,107400,107400,109600,110900,114100,114400,114700,113200,115e3,115700,118600,118700,121500,119200,119800,117400,116500,116700,118500,115800,113700,112500,115400,116800,116500,117100,116600,117100,119700,123400,125300,123800,122300,124e3,127400,128400,132200,131400,135100,129400,131500
394679,"Hickory, NC",130,116200,113900,116300,114200,112500,111700,108700,112600,110400,113700,109e3,117400,121e3,122300,113200,108300,108200,111400,111100,111700,110200,112300,116900,122200,120800,116800,111800,107600,106700,103800,107200,107900,108800,107300,104500,109600,108300,107800,98800,102600,99900,101e3,98400,106400,111600,111100,107700,105500,110200,111700,116200,114e3,110900,109400,107500,110900,108900,107800,107100,114700,119900,118900,113200,112e3,117e3,119900,119600,118200,118200,119300,122300,121200,120100,117500,116500,118400,113800,107500,109500,114500,120700,117900,117200,119800,123200,123700,122700,120200,119700,119300,120700,121e3,121500,122900,121700,119900,117800,122300,123700,126700,126e3,127e3,123600,121400,122200,127e3,128900,129500,125800,126500,126900,128500,128e3,126200,128e3,132600,133700,132100,131900,143300,146800,146500,142600,142100,141600,139400,142e3,142900,144400,147e3,149500,153800,156200,
394697,"Huntington, WV",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115600,108100,109e3,107600,111600,110400,117400,122400,125300,117500,117900,113100,110900,106700,110600,113200,116e3,117900,119400,113600,106800,107400,108600,108800,105500,105400,106800,109900,116600,120200,120100,119600,125e3,126300,128200,123e3,120200,117400,119400,124800,127700,129400,132200,132300,136400,135200,
394576,"Eugene, OR",132,233e3,229800,224100,22e4,223700,222100,220100,215100,212200,212200,211100,219800,222300,216900,204600,198700,203300,201800,200500,196600,199200,202e3,205500,209800,207800,204400,197300,196600,196800,197e3,199e3,197e3,194100,193e3,186100,185200,178300,177200,174400,174400,180800,183800,181400,174100,174900,178600,182400,181300,176400,173900,172100,175700,178e3,177200,179200,182700,186400,186800,188800,192400,19e4,194e3,195400,204900,205600,209800,208200,204900,202200,201800,205900,212400,211300,210700,206900,21e4,210100,206900,207200,207800,212200,214300,215700,213200,214700,215800,215500,213500,216e3,219700,219500,219400,218300,222500,223500,228800,229600,229700,229600,230200,231400,231800,233300,236800,238900,240900,241700,246700,248e3,248400,247800,248500,249500,252200,257500,261400,262400,258900,259600,269200,272500,276e3,267600,273400,275500,280400,281e3,282700,281e3,286e3,287300,298100,292600,290300
395033,"Rockford, IL",133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98100,100100,102400,101800,101300,103600,103400,104200,103300,104100,104500,106100,107900,109500,108700,107700,106600,107800,113700,119500,123200,120300,117200,114200,112200,111600,113400,111700,112400,112500,117500,117200,117300,121300,124600,
395070,"Savannah, GA",134,,,,,,,,,,,,,,162300,152e3,147100,146200,146900,150500,149400,150800,149300,150300,153e3,153600,153800,150900,145900,146700,147400,151600,149800,148600,151100,154200,156100,152400,146e3,142800,136300,133800,128500,135500,140500,142400,139800,134e3,133e3,131500,133900,132400,133200,135100,139e3,141300,139500,140200,142300,144e3,146300,147700,148400,148800,147300,150600,155100,158200,157300,155e3,157e3,158800,158600,155700,155700,155300,154800,156600,158300,159700,158400,160100,161e3,162400,164e3,172200,177700,183400,180600,178400,175100,173800,176500,17e4,169200,168400,174100,173700,173300,176200,177200,176100,175700,176e3,180700,182600,185600,184400,188100,189600,188500,185300,186800,187800,187500,186300,185500,186500,186600,189800,194400,193500,194800,190600,191300,189100,190800,194400,196700,194100,188900,189e3,193800,197700,
394332,"Ann Arbor, MI",135,186400,184600,179400,178500,178400,176500,173e3,168900,168200,168100,158600,144300,130400,126800,126800,132700,139100,147700,149800,147900,146800,145800,147700,143100,138300,138500,140400,149e3,148e3,150300,154300,155300,152600,145700,143800,142300,138e3,132100,135900,144800,159300,159500,153500,152100,148400,148900,137700,133800,136900,142700,154400,16e4,168500,171100,173400,170400,177800,179400,187100,175600,171300,166e3,176800,179700,184100,186200,190600,197200,196100,197500,194500,191600,183400,185800,187700,196100,195500,197400,203300,203100,209500,204800,204500,202900,207400,209700,206700,206e3,211e3,213800,212500,205800,202300,217700,217100,220900,207900,215500,219200,221200,217700,218100,216500,222800,225800,236100,238400,246800,240900,237800,231700,235500,238e3,237400,236300,237600,239900,241100,244700,250900,259700,262e3,259900,254500,256500,256600,258400,260900,264600,268600,262200,256900,265400,
394927,"Ocala, FL",136,148100,144200,140100,138600,135200,129400,127200,125700,125900,124100,120200,118300,112500,111700,109800,109900,107400,104300,101900,1e5,96400,99400,100800,103200,99600,97300,94800,91800,86e3,81500,8e4,80300,81900,81900,84e3,83700,82200,78700,79100,78900,78300,78400,80100,80200,82800,85300,86400,85400,85300,91900,94100,92e3,89e3,87100,90300,91300,95800,95300,94300,91600,92700,93200,90900,91e3,91600,94200,95100,96900,96400,94200,91e3,91700,90600,90600,90200,93300,94300,94300,91200,89200,88200,91100,93900,96100,97400,98900,99e3,97900,97100,99200,102500,103100,102600,103500,105700,105500,107e3,108300,113900,113400,115e3,112300,112500,114100,118300,121600,123600,122900,122600,122400,123700,126400,127500,128400,129400,131400,134600,135400,137500,137900,139800,138e3,137900,135e3,134400,136800,139400,142800,145100,150300,155300,154700,150900,146100
394732,"Kalamazoo, MI",137,106800,107700,105800,104e3,103700,103400,106100,105100,99700,94600,90400,95400,91700,91200,85500,85500,89700,93100,98e3,94900,96100,94500,90800,95400,99e3,104e3,96600,94600,98200,92e3,90400,86400,97800,98300,96300,89100,87300,86600,86200,88200,97600,95500,93700,87200,92400,92800,96100,96200,97200,97700,96200,94100,95900,92800,98800,94800,104800,107300,109400,105200,101200,98700,98300,102800,105600,112800,108700,108500,102800,105200,106100,107900,108600,112700,114200,116200,117800,119200,117300,113300,116700,116300,119e3,119600,127500,130500,126900,121300,120600,124500,127700,126500,122200,120200,120500,122400,123e3,123600,128e3,129300,128100,125500,128300,132400,136300,135800,135200,134100,132200,129800,129900,133800,137500,136100,136400,140800,143800,147400,147400,150300,151100,143700,144500,14e4,145900,141500,143600,140900,145800,147400,147700,150500,151700,
394901,"Naples, FL",138,355800,322e3,313200,317e3,314200,304900,281300,262600,243800,229200,199900,189600,179600,181100,178200,177700,186e3,191900,196100,199500,215700,220900,218800,201500,196600,199700,201300,206400,206100,198700,189900,178400,182300,185900,185400,186300,173700,182800,188300,205300,213400,205600,197400,186800,183300,180300,179800,184200,191200,199500,210500,217100,216600,216e3,209500,203500,207500,216800,220200,220600,223800,237700,236500,240800,241100,245800,239500,243300,244400,248200,243900,244600,247500,250400,255100,256200,260200,258900,266800,267800,274100,274e3,284900,288200,288500,287500,291200,298500,298700,298800,298100,293200,296800,297300,307500,306700,303200,297700,297100,299300,300200,300300,304300,305400,305300,306400,307100,309200,310800,313e3,312400,308900,310500,315600,317400,323100,319900,314700,310200,313800,329600,328400,325100,317700,326700,331e3,336700,341e3,348600,348e3,339800,333200,330400,331500
395107,"South Bend, IN",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114600,116500,115800,121300,117800,117400,114e3,116500,116900,119300,116500,118300,115600,118500,121e3,121500,123200,122200,122700,123e3,124500,126500,129500,128800,128900,123700,124800,124400,130700,129900,132600,128900,132100,129900,134e3,130200,124900,121100,123400,131200,136200,134500,133300,129e3,127800,123e3,124900,
395109,"Spartanburg, SC",140,104200,103700,95300,95700,97e3,92600,87600,86400,91700,95600,97800,89500,87800,85400,90700,93900,98400,99900,100200,97600,101600,98700,95e3,88900,91100,92500,94300,93300,92e3,87700,82900,82500,88800,91300,95800,94200,93400,85900,81300,84800,90500,99200,94600,88300,83900,85400,90200,87300,92200,97300,99e3,98e3,93700,94500,89e3,92900,9e4,93700,92300,96e3,97500,96e3,96200,94900,97600,96400,97300,93800,95300,92800,93800,86400,89500,89200,98700,96900,100800,102700,104600,106900,104600,107900,104400,105500,104200,105200,105200,108800,111900,115700,117300,121200,118400,116800,113900,112800,113400,114600,118400,119100,115600,115900,117200,119700,124400,123900,126500,125300,127700,131600,130800,132400,127100,126500,125300,128e3,132700,139e3,146e3,152700,153100,147700,138e3,131700,131e3,131600,131200,131800,134700,135900,137500,135700,140500,
394579,"Evansville, IN",141,,,,,,,,,,,,,,,112e3,111600,111200,108900,104400,106400,109300,113200,113100,114e3,114600,113100,115e3,113e3,116100,112700,115800,114e3,109700,112700,105400,108200,107900,119500,122300,119700,116200,117400,119e3,119900,117300,118e3,114500,119100,119300,121e3,121800,121e3,122900,12e4,116700,118600,121500,120100,117300,119400,121800,123500,123600,130100,133e3,126800,122500,116400,116800,117700,118700,117200,118e3,119700,125300,123900,125100,125e3,125800,127900,125700,125400,125e3,125200,125700,126700,128200,130100,130900,130300,128900,127600,130100,130100,133e3,133900,132300,131700,129200,132300,131600,132200,132400,133400,133500,133700,134100,135200,136500,134400,132400,131900,132300,134100,134800,135900,131300,132400,132200,137600,136700,136500,134900,134500,138e3,140900,140400,138100,137e3,140400,,,,
394747,"Kingsport, TN",142,101100,101800,101400,102900,95600,93900,91200,94500,92300,91900,93300,95100,95300,92200,90800,92700,92900,93900,96100,96300,96500,92700,99900,98300,102100,96100,1e5,96300,92300,84e3,86700,94600,97600,96200,94e3,97900,96e3,94100,89700,91e3,94800,95700,96800,91200,90200,90600,96800,100300,102400,101400,100500,98100,92600,92500,95900,96800,97e3,92200,97200,101800,104300,104600,98900,100900,100500,102400,98800,97400,97600,100500,101200,106400,105e3,103100,99700,98300,100700,101700,103100,101300,100100,102e3,101400,101500,102900,104700,105900,107e3,107500,109200,109800,108400,107600,102700,104e3,102600,107800,108800,113700,113100,115600,112e3,114700,117800,120800,119700,12e4,117900,118e3,117600,118600,118700,114300,116700,117900,123100,124300,126600,128200,130200,130700,129500,127400,124600,119100,117700,122300,126500,125300,122800,127600,133400,136900,
395028,"Roanoke, VA",143,160400,154400,155500,153e3,149800,148700,149300,154300,153400,152800,150100,156200,152e3,155400,146900,150100,144300,152500,157500,160300,152700,147200,146700,150600,146300,144500,138300,136100,137600,146900,154e3,152100,145300,143400,144800,152500,144300,139200,130700,136400,142e3,145600,141900,14e4,138200,150800,147300,142500,131500,135600,137300,145e3,146700,148200,144700,147500,150200,150400,145300,141200,141800,143400,147400,149e3,151200,152100,152600,153800,153700,153500,153900,147700,149600,149300,153300,154200,152200,162400,159800,158100,152100,152e3,168900,175800,176900,165600,159300,157800,155500,153600,151700,152100,150800,154400,160600,163200,159300,148800,146200,147500,148900,148900,149500,152500,154900,163e3,159800,158700,152300,154400,155700,154200,157e3,157e3,16e4,156200,155300,153700,158100,159800,157100,156800,156700,162700,159300,160600,160600,164800,161700,164700,167e3,172900,169800,
394646,"Green Bay, WI",144,131800,134300,139200,137100,133300,132900,132100,138900,138e3,136800,130600,125600,126600,127100,131600,128300,122600,118400,118800,123700,124200,126600,126100,125100,123e3,123800,127600,128700,126e3,124700,123600,121500,125800,127800,135200,132600,129400,125900,127400,131e3,126800,122e3,118300,122700,126800,130700,126800,121800,122600,13e4,134300,133e3,126600,126e3,122500,125500,126800,13e4,129900,127800,134600,136200,136500,130100,126600,128200,128900,132800,135e3,133600,127e3,123600,125500,131600,140400,140900,143600,139100,141900,142200,141300,148100,148700,144800,136e3,136200,142e3,143800,144400,145e3,141200,139200,139800,143500,146800,149800,153400,153e3,151700,149900,145400,141800,142e3,147800,150600,152100,151700,154200,152600,153100,153700,153300,154700,156400,156e3,156100,155300,159500,158400,158e3,165700,170600,175300,174600,169e3,162500,157700,168200,172700,174500,164700,164300,165600,
394796,"Lincoln, NE",145,,,,,,,,,,,,,,,,,,,,,,,,,,,,128500,129e3,128500,131e3,131400,132800,136900,137800,138900,137800,136500,133800,130300,128100,130500,129300,133700,135600,138600,137300,136400,137100,137800,137400,136700,139200,138800,138600,138600,142100,146600,148100,141e3,140800,140300,144500,141900,141200,139400,140700,137500,139500,141e3,141600,140800,137900,138500,140100,140300,140200,139100,139400,140500,145600,146900,147300,145700,146100,146700,145900,148800,148700,149500,148200,148900,148900,153500,157600,157e3,154200,151700,152500,153300,153700,155700,156700,157700,158700,158400,158900,158500,158800,158500,159900,160200,164300,164600,164300,164e3,164200,166e3,166600,170800,172500,173300,170100,174300,174300,174600,169800,170100,177300,182800,188400,184e3,184300,
394602,"Fort Collins, CO",146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211400,209400,207800,210700,212e3,214200,216e3,214200,216200,213900,216400,208700,211300,212600,218400,22e4,22e4,222200,222300,227900,230700,234300,231200,228900,228200,229100,229e3,229200,231500,237400,242e3,242600,239900,236400,238400,239600,240400,238900,241100,244e3,246900,247e3,250500,253900,259600,263600,267300,266800,273400,275800,280300,277900,280900,283700,285300,286300,288200,290800,294600,300200,304300,307400,308700,312100,314700,317800,318900,321300,323100,326600,327500,336900,337900,343900,341e3,342600,342500,344400,343900,350500,352500,358800,357600,359900,371e3,375300,384200,375700,375300,368900,371e3,371600,374700,377700,378100,380500,381200,383800
395179,"Utica, NY",147,96400,94900,93500,88e3,88700,86400,88600,84600,84900,79600,80700,79900,82600,84700,88700,91200,89800,86700,82700,85300,85300,87900,87100,87200,88900,89700,92700,93300,89200,86600,84100,88100,91100,95300,93100,94400,93600,95900,96200,93400,90900,85100,87500,88900,91400,91700,90400,92200,92400,95e3,97200,96700,96800,94200,93300,90600,91400,90300,96100,96200,97800,96700,94500,96800,97800,101100,100400,97700,97300,95900,95900,98300,98600,100300,98800,98200,92500,89200,89e3,94200,96500,103300,100600,98200,97400,99800,100400,94600,95700,98100,97300,96500,94300,94400,93500,97600,100800,98500,99600,100100,102700,100800,100400,97e3,94e3,96400,100200,102e3,100600,100700,100800,94900,95900,97200,108300,110600,118900,117e3,120100,113900,115200,119300,122e3,122e3,115400,115600,116500,118300,121200,121e3,,,,
394488,"Columbus, GA",148,137100,138e3,128800,126800,122900,124500,128e3,127300,131200,127900,128500,128700,133200,128e3,120600,118700,127700,129700,135500,132800,130700,124e3,121300,13e4,128700,128500,118100,115600,112e3,113900,111800,115800,119800,127200,119700,122600,116600,124600,111400,105e3,97700,95400,95900,94800,93100,94100,92700,90500,85800,89300,92e3,94300,94e3,96900,96500,96700,100700,107400,108900,104500,102500,101400,103500,101500,101200,98700,101100,100800,100500,99200,101600,106800,106100,1e5,96200,97200,105500,109700,110400,112700,112e3,116e3,114900,112200,102700,100700,103600,114500,114400,114200,111100,108700,104900,104100,1e5,108400,109400,117800,116600,117700,121100,119500,116800,112800,117400,118300,114500,112e3,115700,123500,123e3,123300,121300,123600,125800,132700,135400,135600,124700,120800,119800,127400,131200,131900,131700,131400,134e3,133400,140800,138200,136900,133300,133900,
